mass_1 mass_2 luminosity_distance dec ra psi phase theta_jn geocent_time
6.187151 11.28914 2434.641 0.433329 1.8114315159124317 0.4355635 2.547693 1.873049 1126321234
18.97757 9.480627 2407.578 -0.8778154 0.9757076339388959 1.672369 0.9799986 2.55696 1126323224
46.29365 14.32744 1554.349 0.665508 1.2244962180499215 2.127288 6.146117 2.262618 1126325221
26.7009 49.15382 1359.937 -0.2949719 5.978309633171101 3.102437 0.2283763 1.897128 1126327240
15.17323 29.23102 1861.634 0.8480776 3.038194615228008 2.443847 2.536846 2.181983 1126329225
19.26613 14.0039 1211.008 0.5167402 3.338690167185291 2.40053 3.358201 1.489105 1126331234
43.97762 23.91187 1695.368 -1.021833 5.018803590888297 6.261705 4.777689 1.021136 1126333231
27.97054 41.99564 2463.599 -0.2845478 1.3911897065642052 1.762941 3.435625 2.453958 1126335234
30.39238 7.649626 2006.328 0.3055619 4.585670507201598 0.962745 3.144197 0.8432315 1126337230
50.03524 18.00116 1940.457 0.08793393 3.8052069197816536 3.891936 3.570128 1.64211 1126339227
42.33068 13.80081 2389.687 -0.2481363 1.4192386161099648 0.8143387 0.1910619 0.06694444 1126341223
10.15421 4.034931 2115.442 -0.6374874 6.23683332227813 4.376483 5.946266 1.820534 1126343218
33.03051 48.12856 1624.928 -0.07049007 4.352691286703362 3.939371 4.765553 0.8944968 1126345235
42.03004 43.61721 2200.929 -0.02137687 0.7587145055673545 5.092121 3.816745 0.9567568 1126347227
26.02555 26.5976 2454.345 -0.8074371 2.494510326266777 1.46828 0.4090365 2.466046 1126349217
29.87915 25.07065 1760.366 0.4569813 1.641488751187012 6.12978 0.8361369 1.926311 1126351226
32.21924 31.5617 2001.091 -0.4117591 4.285836241522361 2.942045 2.453613 2.115814 1126353238
25.77409 13.28698 1641.609 0.6031221 4.318535911815729 4.884244 3.019981 2.485328 1126355222
47.0534 39.57456 2481.347 0.299964 4.060574566037417 3.253531 5.301765 1.035031 1126357231
18.9542 44.96551 1805.168 -0.1812493 6.241558828036091 3.856469 4.635456 1.308308 1126359231
5.964777 39.26753 1938.564 0.2996078 5.5831935058173485 0.2899331 1.010249 0.6439739 1126361240
15.38662 20.61294 2154.92 -0.1222772 5.971446122793736 6.003222 2.781095 1.752743 1126363223
51.26895 47.28805 2126.313 0.005329157 2.8308395542204607 6.159222 5.239644 2.849263 1126365221
22.41932 50.51369 1596.133 0.4248148 5.668024632128095 1.193044 1.053592 2.673717 1126367223
6.19019 39.71807 1641.46 0.1640052 5.130358994990843 5.714771 2.462749 1.543632 1126369224
14.28718 38.11005 2151.171 0.159634 6.135822074598423 0.8114321 0.6836728 0.4765702 1126371239
24.08047 46.21072 2044.737 0.2147744 3.9162145910901245 4.061635 0.2983062 2.714346 1126373236
27.85845 52.23539 2403.614 -0.6792534 1.1430939939440137 3.437881 1.712668 1.982912 1126375233
50.38148 28.32381 2230.99 0.3380119 1.4783448457004411 3.009341 6.214742 2.198829 1126377240
12.65675 14.74524 2195.335 -0.5583179 5.998509519276581 2.71904 0.9503581 0.5767725 1126379223
51.77778 27.94049 2363.586 0.8499442 2.433205831183251 0.3046588 2.055793 2.495121 1126381218
52.36953 44.03794 2037.172 -1.298108 3.3707015597159184 3.30037 6.063168 2.903177 1126383238
17.88551 37.76462 1981.292 1.055915 6.094414204571535 3.650244 3.634875 2.344064 1126385241
22.29347 7.936741 2226.169 0.2400926 5.19900089951409 3.842786 4.075593 2.215696 1126387235
11.38094 14.92246 654.1392 -0.1090111 5.810040940000931 4.027272 0.8025984 1.419152 1126389227
21.09958 29.27149 1960.848 1.036778 4.769761887867958 1.607238 3.974135 0.9281446 1126391226
58.26344 47.70816 2439.22 -0.5004598 4.356853772036288 0.3045192 3.542319 2.044616 1126393240
43.25923 28.04945 1589.564 0.5420056 4.813919089437718 3.263542 4.038328 0.4851519 1126395240
47.30892 45.08059 2367.597 -0.1342228 1.1846840698256997 5.281957 2.568458 2.198422 1126397238
32.43155 22.72142 2418.222 -0.6654641 0.4303224907474501 2.396653 2.016771 0.9518536 1126399223
55.96909 14.34141 2169.708 -0.596116 5.260186293112952 4.029898 3.129204 0.3812465 1126401233
50.28594 32.62622 1910.578 0.4608107 0.754426218829714 0.3798374 1.849331 0.9129168 1126403233
43.91671 15.4051 2453.429 -0.5462829 3.14249599154423 2.581712 5.147357 1.073672 1126405229
46.52646 9.45772 894.9506 0.3070448 0.568148862554473 2.527616 1.894535 1.555839 1126407222
56.35236 18.3016 2035.836 -0.7362859 5.8598178092303215 0.5468523 1.23708 2.741549 1126409236
34.51293 27.50191 2202.897 -1.202698 4.503460061400212 3.986904 4.485726 1.099573 1126411229
34.54275 50.47384 2361.33 -0.2224644 2.3343247037686083 1.96305 1.997343 1.265593 1126413223
40.80817 24.35854 1815.355 0.3467688 1.0559018275510894 0.4647635 4.960774 0.236718 1126415238
41.18552 49.92915 628.3755 -1.094448 4.732590450365343 3.147382 0.2798055 1.142397 1126417219
63.43711 25.96661 1816.855 0.3241555 0.25116754042242206 4.484027 4.442714 2.590314 1126419233
27.81381 52.4486 2370.19 -0.4032772 2.9431977063198715 4.237201 1.748358 1.531818 1126421227
25.62457 23.52418 2000.934 0.4681244 5.787054562168443 4.436309 0.3806806 1.262045 1126423219
26.85953 52.80615 1518.607 0.2696988 4.969859783288804 0.2599643 6.165184 1.69816 1126425235
14.73045 40.33792 1572.431 -0.2875227 5.6871836654012 1.69786 1.576388 1.241779 1126427239
46.02863 50.96902 1733.554 -0.467203 1.5199080714067819 2.302222 3.731454 0.4025194 1126429237
13.17849 22.86109 1774.764 -0.7328869 1.3929029889244262 5.987911 4.274769 0.471771 1126431240
49.94844 15.31348 1407.313 0.2964877 5.759785651315134 3.579972 4.70341 2.085496 1126433227
41.40554 24.13879 2211.288 -0.6763574 4.891122547151419 2.696934 1.60362 1.990631 1126435228
44.59947 15.37191 627.8234 -0.02649307 3.2403516888428854 1.756352 5.015661 2.027844 1126437220
27.02781 15.24832 1466.755 0.1192604 4.753837158785565 0.7332962 0.6166738 2.528099 1126439219
14.42207 29.48548 2325.309 -0.4539771 4.314253819595571 0.2660294 0.7277548 1.764536 1126441227
24.82004 26.68233 1605.078 1.449695 4.541670192511766 1.775855 2.081476 1.889042 1126443238
18.86247 11.93585 1916.016 0.5196626 5.592493611008059 2.897115 5.608392 1.739175 1126445239
15.0863 5.58524 1605.228 1.088201 3.4406741445112416 2.135124 3.966384 1.144298 1126447222
56.29626 42.20574 1840.745 -0.1759147 1.9973659886148667 3.048317 5.802216 0.9546838 1126449219
64.07144 31.91272 1438.92 0.3828405 0.1339265546731241 3.465218 3.691992 1.825503 1126451235
57.82143 11.19097 1059.971 -0.6600593 3.658138947050567 2.121689 0.8683388 2.411303 1126453236
17.17253 37.95501 1164.19 0.5211165 6.056890209247605 0.5305215 6.231099 1.012543 1126455236
45.26391 23.30428 2409.741 0.6429064 6.26827440422344 1.093772 2.685688 2.084803 1126457239
58.70647 25.86705 1755.397 0.6338231 1.9594192173709217 0.1121684 2.696292 0.9732565 1126459241
21.34367 35.57934 2027.497 -0.07649423 3.425511510881144 1.933268 3.752784 2.287338 1126461224
20.21788 46.53397 2154.764 0.3686216 0.41964599826594906 1.723715 3.648226 1.167918 1126463241
20.68607 22.08763 2297.819 -0.01798798 4.891326467941646 1.678541 6.023301 1.62113 1126465241
7.46971 21.57012 2498.879 0.4221055 2.3584628955459976 0.5102153 1.941568 0.9673942 1126467238
9.741327 38.43726 2410.698 -0.1374753 5.518538813745501 0.7598714 2.01236 2.246212 1126469219
59.43755 33.05823 1926.229 0.0611271 5.028630650353399 0.2606431 1.356233 0.3069326 1126471238
40.58358 20.94929 1985.037 0.4620697 2.626249646828981 4.555619 4.987715 0.8693287 1126473238
37.83534 26.5699 2230.629 -0.6471109 0.651035663863766 2.793319 5.705496 1.049171 1126475217
24.04446 45.40352 1987.368 0.8624269 2.664671064153552 0.5335044 4.433713 0.7020706 1126477217
58.29969 42.71172 1078.089 -0.4390579 5.850724043439506 0.4337663 3.096158 1.278065 1126479224
10.30327 29.61148 1652.651 1.198245 4.836148142056437 1.94929 4.604036 2.395983 1126481231
32.17039 21.72257 900.921 0.5854057 3.952450294530607 1.383559 3.08872 1.874548 1126483227
16.83195 19.94417 2030.61 0.1040183 1.2152146059844 1.506557 1.537299 1.58097 1126485238
37.15293 50.10611 1865.818 0.4225305 4.732917731597219 4.863256 2.96956 2.121356 1126487223
53.28553 6.578041 1582.18 -0.9789634 0.5995261960516274 4.059286 0.2684327 2.828136 1126489227
52.00659 41.85825 2335.916 -0.3566436 5.951161429386367 5.685225 1.506472 2.020333 1126491237
21.90264 46.42588 2226.958 -0.7807717 6.0343325042470966 5.608671 4.687009 0.8903165 1126493225
24.15809 54.44857 1913.474 -0.8064743 3.3499686122405166 3.420512 1.092422 1.399079 1126495223
16.29417 24.7948 2419.097 0.9283171 6.009644102682024 5.414982 5.548862 0.6257108 1126497228
10.97435 35.7335 1249.671 0.122994 0.8040083672268139 5.335541 3.776181 1.856235 1126499218
50.09149 46.01547 1165.966 0.003998052 2.2458398484769333 3.388865 0.611404 2.437363 1126501228
25.92861 7.966127 2230.855 0.111899 0.14174213809299374 0.2550606 4.066878 0.4414168 1126503226
47.08811 39.92062 2030.1 0.5624846 0.7530996044689147 0.1161845 3.811661 3.11105 1126505241
35.6589 51.53683 2192.914 -0.09293835 1.661445208405965 3.331684 5.011615 2.605697 1126507237
13.08594 16.82315 2229.863 0.312338 0.938304287515237 1.237478 3.450481 0.5900301 1126509231
53.69593 42.74009 2301.781 -0.3626061 3.24791553733219 5.008647 3.413684 1.013125 1126511228
46.938 27.84236 1403.402 0.6198807 0.3339910110108377 6.084688 6.153817 1.485 1126513217
24.18458 40.26245 2014.413 -1.072792 3.3951032887444654 0.5980368 1.072633 1.267113 1126515227
49.50361 13.58593 892.4203 0.0598909 4.580496625511913 2.414422 1.280057 0.9080491 1126517227
24.85115 5.356867 914.2633 0.07988794 0.33309868844644797 0.7794586 0.946153 0.6998546 1126519240
31.49723 40.79655 2173.952 0.06061104 2.0918867859755466 1.702196 5.424317 0.4283813 1126521232
15.95199 25.68827 1068.811 -0.08739937 4.710055402264587 2.284035 4.564965 0.9033807 1126523228
35.41394 47.56027 1987.994 0.469221 3.97550009737013 3.089629 1.998382 0.8107129 1126525223
27.52381 6.114487 1833.323 0.2404709 2.003601127728942 4.816035 2.37536 1.177863 1126527223
6.111549 49.46201 1549.94 0.2800203 0.20253508003207088 0.5530303 3.797069 2.515687 1126529230
64.67833 21.53148 2433.771 1.34325 3.2269078643322047 5.492471 3.675658 1.381882 1126531226
43.91667 7.172251 2481.728 1.016929 4.70574546252017 1.307087 1.250134 1.350442 1126533223
40.19913 15.76625 2084.043 -0.8392544 2.9399881374875605 3.831281 2.697402 2.522582 1126535230
20.98484 21.61517 1462.992 -0.1937301 5.9281256016430035 1.148516 1.504355 1.456416 1126537217
49.91415 29.60787 1426.952 0.02569779 2.2761197984246593 4.258356 4.690175 2.579928 1126539217
25.99318 15.26699 1546.011 0.371973 2.698410183223203 3.416782 2.919908 1.020267 1126541238
5.363458 49.24139 1969.388 -1.457686 2.358042801606466 0.2020167 5.093201 1.157048 1126543233
27.67841 18.05862 2287.989 0.4341004 5.4288842796405135 4.946012 4.815648 1.7324 1126545237
50.66156 50.479 597.9144 1.310987 2.574115227944098 4.731534 5.389153 1.923916 1126547237
18.42714 39.39668 2471.065 -0.1532119 1.7178930618609272 2.114355 0.14543 0.6067727 1126549217
47.02173 54.34753 1206.505 0.3702555 2.1601591163706004 0.3146699 5.337243 1.125155 1126551222
61.96101 11.31998 2250.984 0.6946588 2.0577906661999847 4.291367 1.29417 2.123719 1126553218
63.88577 40.22691 1528.909 0.06392863 3.6513408633791897 1.312477 3.105586 2.396454 1126555221
59.24162 24.23185 2346.213 0.1692286 1.6300098002027923 2.383298 1.57565 1.354564 1126557225
34.6996 5.565183 666.8961 -0.8275793 2.3896230669413896 4.648376 1.122378 1.83971 1126559239
22.28473 41.1291 2092.029 -0.02771339 1.9509354496038256 2.917489 3.538001 1.426757 1126561227
45.73638 23.482 1375.853 -0.3523734 4.796449717588146 1.790396 3.412774 2.559967 1126563240
11.14449 35.10768 1765.384 -0.7111058 3.9438073801209654 0.9955183 6.225581 0.8040794 1126565236
42.87791 7.63559 1479.608 -0.4668061 6.181781169699278 2.56113 1.263348 0.6631917 1126567218
10.86099 9.543039 2408.317 0.4225873 0.174410983010425 6.012059 0.6093099 1.75036 1126569232
48.31129 49.16223 1985.395 -1.220859 4.65039212150721 0.3621842 5.221537 1.705555 1126571232
30.43937 9.365999 1460.12 -0.4085955 0.628419336593474 2.260424 0.7969199 2.425938 1126573225
36.8885 43.19098 866.9474 0.1287757 2.413101143021599 4.290735 3.467503 1.745903 1126575218
18.31651 28.09295 2419.659 0.3620167 3.838957829277028 0.8774245 2.765505 1.206849 1126577229
13.98261 34.08671 2323.74 -0.5019499 3.4535933290097134 5.988185 5.106217 2.689759 1126579235
22.86016 28.90579 1932.523 0.9256653 2.0792027074419863 1.935448 5.518726 2.38908 1126581222
21.70752 25.00658 1785.321 -0.3607278 1.935893460780612 3.642397 0.4560938 1.746715 1126583219
27.63528 38.19491 1902.95 -0.1293455 2.857101665074701 4.26908 1.069254 1.889504 1126585231
40.00045 10.73078 1011.264 0.03634752 0.7132618816465808 2.073542 6.182964 1.207157 1126587233
17.85286 29.14315 2348.907 0.1920618 4.710822063388882 0.2410835 5.614972 2.132378 1126589232
61.83754 53.79804 2377.95 -0.5248823 0.9333000350523477 0.07906781 4.503289 2.244021 1126591227
57.79485 37.47501 1877.145 0.5688425 1.1487476267428107 5.338911 1.339278 1.571144 1126593236
39.88366 39.82681 1820.004 0.001071215 1.8189643772128008 3.54053 3.039346 2.351076 1126595217
25.02232 31.13459 2094.038 -0.5431494 0.9796082379396509 3.260107 0.3599034 1.457537 1126597238
39.16034 14.49889 1538.204 -0.7503178 0.8811133600027503 3.60877 2.527291 1.394679 1126599231
28.7059 11.13513 1635.119 0.4242874 4.991251493753047 1.110932 1.798862 1.654873 1126601217
